expression_file,expression_file_bytes,total_columns,annotation_columns,expression_models,unique_model_ids,duplicate_model_id_extra_columns,sanger_expression_models,broad_expression_models,other_expression_source_models,gene_rows,unique_gene_symbols,duplicate_gene_symbols,missing_gene_symbols,unique_ensembl_gene_ids,duplicate_ensembl_gene_ids,missing_ensembl_gene_ids,unique_sanger_gene_ids,duplicate_sanger_gene_ids,missing_sanger_gene_ids,malformed_gene_rows,sampled_genes_for_value_check,sampled_numeric_values,sampled_missing_values,sampled_non_numeric_values,sampled_expression_min,sampled_expression_max
rnaseq_merged_rsem_tpm_20260323.csv,355434794,1901,3,1898,1898,0,695,1203,0,41145,41144,1,0,41138,7,0,41145,0,0,0,250,473297,1203,0,0.0,11.8427
